Creation_time_stamp,finished_game,finish_time_stamp,speed,point,validated_disk,perfect,great,ok,nb_click,missed_clicked,longest_streak,longest_grt_streak
2024-11-15 16:47:02,False,,,,,,,,,,,
2024-11-15 16:47:18,False,,,,,,,,,,,
