Creation_time_stamp,finished_game,finish_time_stamp,speed,point,validated_disk,perfect,great,ok,nb_click,missed_clicked,longest_streak,longest_grt_streak
2024-11-15 16:50:47,True,2024-11-15 16:50:54,5,0,0,0,0,0,0,0,0,0
2024-11-15 16:50:58,True,2024-11-15 16:51:06,5,20,1,0,1,0,1,0,1,1
2024-11-15 16:51:08,True,2024-11-15 16:51:15,5,0,0,0,0,0,0,0,0,0
